|id |id_usuario|pontos|tipo_origem          |origem_id|data_expiracao               |observacoes                                                                                                                                                     |createdAt                    |updatedAt                    |status  |
|1.347|27.643    |55    |pesquisa_produto     |178      |2027-02-02 22:02:30.654 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 22:02:30.654 -0300|2026-02-02 22:02:30.654 -0300|ativo    |
|1.348|27.643    |50    |pesquisa_subcategoria|147      |2027-02-02 22:05:11.252 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 22:05:11.253 -0300|2026-02-02 22:05:11.253 -0300|ativo    |
|1.349|27.643    |55    |pesquisa_produto     |73       |2027-02-02 22:05:11.457 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 22:05:11.457 -0300|2026-02-02 22:05:11.457 -0300|ativo    |
|1.359|27.872    |100   |bonus                |         |2027-02-03 00:14:08.578 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-03 00:14:08.578 -0300|2026-02-03 00:14:08.578 -0300|ativo    |
|1.360|27.873    |100   |bonus                |         |2027-02-03 12:32:18.988 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-03 12:32:18.988 -0300|2026-02-03 12:32:18.988 -0300|ativo    |
|1.361|27.873    |50    |pesquisa_subcategoria|19       |2027-02-03 12:41:00.979 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-03 12:41:00.979 -0300|2026-02-03 12:41:00.979 -0300|ativo    |
|1.362|27.873    |55    |pesquisa_produto     |292      |2027-02-03 12:41:01.269 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-03 12:41:01.269 -0300|2026-02-03 12:41:01.269 -0300|ativo    |
|1.363|27.873    |50    |bonus                |         |2027-02-03 12:41:38.069 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-03 12:41:38.069 -0300|2026-02-03 12:41:38.069 -0300|ativo    |
|1.364|27.873    |50    |pesquisa_subcategoria|104      |2027-02-03 12:45:06.595 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-03 12:45:06.596 -0300|2026-02-03 12:45:06.596 -0300|ativo    |
|1.365|27.873    |55    |pesquisa_produto     |214      |2027-02-03 12:45:06.860 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-03 12:45:06.860 -0300|2026-02-03 12:45:06.860 -0300|ativo    |
|1.366|27.873    |50    |bonus                |         |2027-02-03 12:45:15.586 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-03 12:45:15.587 -0300|2026-02-03 12:45:15.587 -0300|ativo    |
|1.367|27.873    |50    |pesquisa_subcategoria|311      |2027-02-03 12:50:11.846 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-03 12:50:11.846 -0300|2026-02-03 12:50:11.846 -0300|ativo    |
|1.368|27.873    |55    |pesquisa_produto     |70       |2027-02-03 12:50:12.110 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-03 12:50:12.110 -0300|2026-02-03 12:50:12.110 -0300|ativo    |
|1.369|27.873    |50    |bonus                |         |2027-02-03 12:50:21.240 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-03 12:50:21.240 -0300|2026-02-03 12:50:21.240 -0300|ativo    |
|1.370|27.579    |50    |pesquisa_subcategoria|298      |2027-02-03 13:55:08.465 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-03 13:55:08.465 -0300|2026-02-03 13:55:08.465 -0300|ativo    |
|1.371|27.579    |55    |pesquisa_produto     |220      |2027-02-03 13:55:08.710 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-03 13:55:08.710 -0300|2026-02-03 13:55:08.710 -0300|ativo    |
|1.372|27.579    |50    |bonus                |         |2027-02-03 13:55:21.151 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-03 13:55:21.152 -0300|2026-02-03 13:55:21.152 -0300|ativo    |
|1.373|27.579    |50    |pesquisa_subcategoria|3        |2027-02-03 14:00:19.602 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-03 14:00:19.602 -0300|2026-02-03 14:00:19.602 -0300|ativo    |
|1.374|27.579    |55    |pesquisa_produto     |298      |2027-02-03 14:00:20.227 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-03 14:00:20.227 -0300|2026-02-03 14:00:20.227 -0300|ativo    |
|1.375|27.579    |50    |bonus                |         |2027-02-03 14:00:29.994 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-03 14:00:29.994 -0300|2026-02-03 14:00:29.994 -0300|ativo    |
|1.376|27.579    |50    |pesquisa_subcategoria|138      |2027-02-03 14:03:59.953 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-03 14:03:59.953 -0300|2026-02-03 14:03:59.953 -0300|ativo    |
|1.377|27.579    |55    |pesquisa_produto     |232      |2027-02-03 14:04:00.177 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-03 14:04:00.177 -0300|2026-02-03 14:04:00.177 -0300|ativo    |
